ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDMART22N000000224,문화시설,미술관,강진미술관,전남,강진군,4681025021,강진읍 동성리,4681025000,강진읍,4.68105E+11,전남 강진군 강진읍 동문길 39,59226,다라329279,126.7685942,34.6439669,사립,등록,010-5000-3000,2018.10.19,Y,2018.11.16,전남-사립13-2018-03호,,N,,N,4369.05,685,511,47,,85,42,10,연1회,,310,1800,5.806451613,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000225,문화시설,미술관,경훈미술관,전남,목포시,4611010200,산정동,4611053500,연동,4.61103E+11,전남 목포시 산정로 67,58731,나라987450,126.3927721,34.7945901,사립,등록,061-277-6900,2016.04.15,Y,2016.06.24,전남-사립21-2016-03호,http://gyeonghoonmuseum. Creatorlink.net,N,,N,329,140,114,14,,14,,,연8회,11,348,125000,359.1954023,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000226,문화시설,미술관,공예미술관 보임쉔,전남,담양군,4671041025,대전면 응용리,4671041000,대전면,4.67105E+11,전남 담양군 대전면 신룡길 79-3,57330,다라435949,126.8795976,35.2486971,사립,등록,061-383-6473,2015.04.17,Y,2015.05.01,전남-사립21-2015-01호,www.artbaum.co.kr,N,,N,912,373,158,23,34,8,,,연5회,7,300,2600,8.666666667,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,,,,,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000227,문화시설,미술관,나절로미술관,전남,진도군,4690034028,임회면 상만리,4690034000,임회면,4.69002E+11,전남 진도군 임회면 진도대로 3886,58944,나다821995,126.2184684,34.3827813,사립,등록,061-543-8841,1996.08.20,Y,2007.08.27,전남-사립13-2007-01호,,N,,N,10670,822,822,250,25,25,,10000,,,200,100,0.5,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000228,문화시설,미술관,남포미술관,전남,고흥군,4677044021,영남면 양사리,4677044000,영남면,4.67703E+11,전남 고흥군 영남면 팔영로 1081,59520,다라960232,127.4572018,34.603707,사립,등록,061-832-0003,2005.02.23,Y,2005.02.19,전남 사립13-2005-01호,www.nampoart.co.kr,N,,N,8200,965,242,34,198,34,34,2000,연7회,3,250,8000,32,,,,,,,,,,"2,000",,,"2,000","2,000",50,,,"예술인패스, 장애인, 국가유공자, 미취학아동, 65세이상, 기초수급자",,,,,,,,,,1,,,,,,2,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000229,문화시설,미술관,다산미술관,전남,화순군,4679041534,사평면 다산리,4679041500,사평면,4.67905E+11,전남 화순군 사평면 다공길 25,58145,다라659698,127.1263483,35.0233744,사립,등록,061-371-3443,2001.04.08,Y,2006.01.10,전남-사립13-2006-01호,www.dasan-art.net,N,,N,2650,116,120,50,78,60,70,2500,연10회,10,257,1183,4.60311284,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,3,4,1,1,1,3,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000230,문화시설,미술관,대담미술관,전남,담양군,4671025027,담양읍 향교리,4671025000,담양읍,4.67105E+11,전남 담양군 담양읍 언골길 5-4,57336,다마530034,126.9835096,35.3253075,사립,등록,061-381-0082,2010.06.20,Y,2010.09.30,전남-사립13-2010-01호,http://www.daedam.kr,N,,N,2130,895,416,94,58,30,,,연7회,19,365,36099,98.90136986,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,4,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000231,문화시설,미술관,도화헌미술관,전남,고흥군,4677034022,도화면 구암리,4677034000,도화면,4.67703E+11,전남 고흥군 도화면 땅끝로 860-5,59531,다라840061,127.3265708,34.4490496,사립,등록,061-832-1333,2000.10.,Y,2009.02.10,전남-사립13-2009-01호,www.dowhahun.com,N,,N,6700,1300,123,14,67,,50,,연12회,3,363,7000,19.28374656,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,1,1,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000232,문화시설,미술관,리:피움미술관,전남,고흥군,4677039021,남양면 장담리,4677039000,남양면,4.67705E+11,전남 고흥군 남양면 송정옥천길 214,59509,다라876360,127.3652921,34.7187322,사립,미등록,010-4048-4571,2021.04,N,미등록,미등록,m.blog.naver.com,N,,N,8211,835,189,,,,,,연5회,5,250,2000,8,,,,,,,,,,"6,000",,,"3,000",,,,"60세이상 장담리 주민 관람료 1,000",,,,,,,,,,,,1,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000233,문화시설,미술관,모긴미술관,전남,순천시,4615010300,영동,4615051500,향동,4.61505E+11,전남 순천시 향교길 26,57941,다라983621,127.4818285,34.9543386,사립,등록,061-755-9004,2015.12.05,Y,2016.01.04,전남-사립13-2016-04호,www.mogin.or.kr,N,,N,440,374,154,33,52,33,,,연6회,2,215,725,3.372093023,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,,,,,,2,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000234,문화시설,미술관,섬in섬 연홍미술관,전남,고흥군,4677033023,금산면 신전리,4677033000,금산면,4.67705E+11,전남 고흥군 금산면 연홍길 94,59564,다라622076,127.0895017,34.4619097,사립,미등록,061-830-5244,2006.11.11,N,미등록,미등록,www.yunhongart.kr,N,,N,345,165,165,,,,,,연10회,3,300,35000,116.6666667,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000235,문화시설,미술관,소소미술관,전남,화순군,4679036032,도곡면 원화리,4679036000,도곡면,4.67903E+11,전남 화순군 도곡면 지강로 467-1,58148,다라457713,126.9055489,35.0359598,사립,등록,061-375-1995,2014.08.01,Y,2014.08.01,전남-사립13-2014-05호,www.soart.kr,N,,N,2100,1190,117,43,50,27,15,800,연3회,2,365,7200,19.7260274,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,3,,,,,3,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000236,문화시설,미술관,아인미술관,전남,장성군,4688025035,장성읍 야은리,4688025000,장성읍,4.68805E+11,전남 장성군 장성읍 미락단지길 8,57210,다마379056,126.8172208,35.344242,사립,등록,0507-1312-2003,2020.08.15,Y,2021.08.30,전남-사립21-2021-03호,https://blog.naver.com/ainmuseum,N,,N,701,206,206,33,,33,,,연5회,2,365,10000,27.39726027,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,1,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000237,문화시설,미술관,아천미술관,전남,영암군,4683033021,신북면 모산리,4683033000,신북면,4.68305E+11,전남 영암군 신북면 하정길 12-7,58401,다라273552,126.704699,34.8893975,사립,등록,061-472-9220,2003.02.28,Y,2003.02.28,전남-사립13-2003-01호,www.achen.kr,Y,무료,Y,9917,905,812,25,56,44,,15000,연5회,6,300,900,3,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000238,문화시설,미술관,아트센터신선미술관,전남,목포시,4611015800,상동,4611075800,신흥동,4.61105E+11,전남 목포시 평화로14번길 3,58749,다라019451,126.4278861,34.7965549,사립,등록,061-284-7887,2013.12.24,Y,2014.07.22,전남-사립13-2014-02호,http://www.sinsun.me/,N,,Y,396,245,225,30,115,10,,,연6회,9,280,4200,15,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000239,문화시설,미술관,여수미술관,전남,여수시,4613012800,학동,4613078000,쌍봉동,4.61303E+11,전남 여수시 도원로 263-1,59673,라라146407,127.6601363,34.7613238,사립,등록,061-685-9559,2018.03.02,Y,2018.01.25,전남-사립13-2018-01호,www.yeosumuseum.org,N,,N,302,540,137,16,71,58,,,연3회,6,277,2740,9.891696751,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,1,1,,,,1,3,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000240,문화시설,미술관,영산미술관,전남,영암군,4683025325,삼호읍 산호리,4683025300,삼호읍,4.68303E+11,전남 영암군 삼호읍 녹색로 1126-171,58465,다라074388,126.4886883,34.7395932,사립,등록,061-464-1516,2008.05.02,Y,2007.12.06,전남-사립13-2007-07호,www.yeoungsanmusueum.co.kr,N,,N,1885,1039,713,33,,90,,,연2회,1,300,400,1.333333333,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,1,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000241,문화시설,미술관,우종미술관,전남,보성군,4678037027,조성면 대곡리,4678037000,조성면,4.67805E+11,전남 보성군 조성면 조성3길 338,59432,다라745469,127.2217642,34.8170959,사립,등록,061-804-1091,2008.10.14,Y,2008.10.23,전남-사립13-2008-04호,www.ujongart.com,N,,N,3400,560,359,196,,22.2,21,220,연3회,6,260,2500,9.615384615,"2,000",,"1,000","1,000","2,000",30,,"65세 이상, 보성CC 내방객 무료","미취학아동, 65세 이상, 보성CC 내방객 무료","2,000",,"1,000","1,000","1,000",30,,"65세 이상, 보성CC 내방객 무료","미취학아동, 65세 이상, 보성CC 내방객 무료",,,,,,,,,,2,,,,,2,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000242,문화시설,미술관,유달미술관,전남,목포시,4611010200,산정동,4611055800,원산동,4.61103E+11,전남 목포시 원산중앙로 52,58636,나라973466,126.3776141,34.8094928,사립,등록,061-279-7777,2020.12.11,Y,2020.12.11,전남-사립21-2020-06호,,N,,N,793.5,207,207,15,,15,,,연10회,1,300,4000,13.33333333,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000243,문화시설,미술관,잠월미술관,전남,함평군,4686037028,해보면 산내리,4686037000,해보면,4.68605E+11,전남 함평군 해보면 산내길 60,57116,다라137867,126.5528598,35.1724746,사립,등록,070-8872-6718,2006.10.14,Y,2006.12.08,전남-사립13-2006-04호,www.zamworl.com,N,,N,3168,232.29,269,23,,46.25,,,연4회,4,200,2400,12,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000244,문화시설,미술관,장전미술관(휴관),전남,진도군,4690034022,임회면 삼막리,4690034000,임회면,4.69005E+11,전남 진도군 임회면 하미길 39,58940,나라840047,126.2379554,34.4297596,사립,등록,061-543-0706,1989.11.19,Y,1992.12.21,전남-사립13-1992-01호,http://café.daum.met,Y,무료,N,686,686,253,40,66,33,33,1500,,,휴관,휴관,,,,,,,,,,,"2,000",,,"1,000","2,000",,,,,,,,,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000245,문화시설,미술관,진도솔마루미술관,전남,진도군,4690031028,군내면 분토리,4690031000,군내면,4.69003E+11,전남 진도군 군내면 가흥로 641,58904,나라890139,126.291313,34.513668,사립,등록,061-543-8787,2007.05.03,Y,2017.06.09,전남-사립13-2017-03호,,Y,무료,Y,12740,248,248,17,124,25,34,10000,,,200,100,0.5,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,1,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000246,문화시설,미술관,진도현대미술관,전남,진도군,4690025024,진도읍 교동리,4690025000,진도읍,4.69005E+11,전남 진도군 진도읍 교동5길 30,58913,나라860108,126.2592679,34.4848565,사립,등록,061-542-6711,2015.11.15,Y,2015.11.15,전남-사립13-2015-05호,www.jindohart.com,Y,무료,Y,548.71,549,549,660,,49,99,2000,,,200,120,0.6,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,4,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000247,문화시설,미술관,태곳미술관,전남,화순군,4679025041,화순읍 내평리,4679025000,화순읍,4.67905E+11,전남 화순군 화순읍 내평길 39-11,58141,다라514715,126.9680969,35.0375581,사립,등록,061-375-1556,2017.04.17,Y,2021.12.22,전남-사립21-2021-04호,https://tgartmuseum.modoo.at/,N,,N,194,108.65,91.25,7,,4.5,,,연12회,,300,1200,4,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,,2,2,2,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000248,문화시설,미술관,학명미술관,전남,강진군,4681036021,성전면 월남리,4681036000,성전면,4.68105E+11,전남 강진군 성전면 월남3길 78-2,59200,다라281388,126.7151606,34.7419836,사립,등록,010-3601-5522,2009.04.01,Y,2011.05.26,전남-사립13-2011-03호,http://학명미술관.com/,Y,무료,N,6786,140,280,120,100,35,45,400,연3회,4,360,500,1.388888889,,,,,,,,,전체,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000249,문화시설,미술관,행촌미술관,전남,해남군,4682025021,해남읍 해리,4682025000,해남읍,4.68203E+11,전남 해남군 해남읍 해남로 45,59024,다라185200,126.6125027,34.5710658,사립,등록,061-533-3663,2014.10.17,Y,2014.12.09,전남-사립13-2014-08호,http://haengchon.or.kr/,N,,Y,100,429,100,70,200,27,13,1000,연11회,20,300,30000,100,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000250,문화시설,미술관,경주솔거미술관,경북,경주시,4713013500,천군동,4713066000,보덕동,4.71303E+11,경북 경주시 경감로 614,38118,마마615610,129.2888671,35.8322527,공립,등록,054-740-3990,2015.08.21,Y,2018.08.21,경북-공립13-2018-01호,http://www.gjsam.or.kr,N,,Y,14880,1556,660,80,,43,58,231,연9회,5,365,125890,344.9041096,,,,,,,,,전체,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000251,문화시설,미술관,경주예술의전당 알천미술관,경북,경주시,4713012400,황성동,4713062100,황성동,4.71303E+11,경북 경주시 알천북로 1,38089,마마540642,129.2059962,35.8623565,공립,등록,1588-4925,2010.11.16,Y,2015.05.29,경북-공립13-2015-01호,www.garts.kr,N,,N,31595,3417,2320,127,1423.27,179.4,66,177,연7회,10,365,37000,101.369863,,,,,,,,,,"5,000",,"3,000","3,000","5,000",10,50,"경주시민, 예술인패스소지자, 장애인, 국가유공자, 독립유공자, 5.18민주유공자,      특수임무수행자 등 1,000원 할인","만 36개월 미만 유아, 65세이상",1,1,,,,,1,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000252,문화시설,미술관,군립청송야송미술관,경북,청송군,4775037049,진보면 신촌리,4775037000,진보면,4.77503E+11,경북 청송군 진보면 경동로 5162,37411,마바450354,129.1192011,36.505857,공립,미등록,054-872-6436,2005.04.29,N,미등록,미등록,,N,,N,10477,2604.54,1307,168,97.2,139.2,59,15000,연4회,1,259,13416,51.7992278,,,,,,,,,전체,,,,,,,,,전체,1,1,1,,,1,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000253,문화시설,미술관,김천시립미술관,경북,김천시,4715010700,황금동,4715056500,양금동,4.71505E+11,경북 김천시 남산공원길 90-14,39595,라마557912,128.1194876,36.1167955,공립,등록,054-420-6724,2012.12.24,Y,2014.01.13,경북-공립13-2014-01호,https://www.gc.go.kr/gma/main.do,N,,N,6752.92,1034.5,273,58,97.2,25.92,26,3000,연1회,1,282,2202,7.808510638,,,,,,,,,전체,,,,,,,,,전체,,,,1,,,1,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000254,문화시설,미술관,포항시립미술관,경북,포항시 북구,4711312300,환호동,4711371000,환여동,4.71135E+11,경북 포항시 북구 환호공원길 10,37600,마마703871,129.3912263,36.0662723,공립,등록,054-270-4700,2009.12.15,Y,2011.08.18,경북-공립13-2011-02호,http://poma.pohang.go.kr/poma,Y,무료,N,8008,5658,1143,668,124,220,75,9249,연8회,13,262,136859,522.3625954,,,,,,,,,전체,,,,,,,,,전체,,,4,6,,4,,,27,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000255,문화시설,미술관,시안미술관,경북,영천시,4723033027,화산면 가상리,4723033000,화산면,4.72303E+11,경북 영천시 화산면 가래실로 364,38808,마마251826,128.8892466,36.0327624,사립,등록,054-338-9391,2004.04,Y,2004.12.22,경북-사립13-2004-03호,www.cianmuseum.org,N,,Y,17793,4500,900,100,230,45,80,650,연5회,12,300,41500,138.3333333,"3,000",-,"2,000","2,000","3,000",20,50,"예술인패스, 장애인, 문화가있는날, 지역주민","미취학아동, 장애인(1~3급), 기초생활수급자",,,,,,,,,,,,,,,,,,,4,1,,,,2,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000256,문화시설,미술관,신풍미술관,경북,예천군,4790040025,지보면 신풍리,4790040000,지보면,4.79005E+11,경북 예천군 지보면 신풍1리길 50,36855,라바838384,128.4368474,36.5397001,사립,등록,054-653-9329,2010.07.10,Y,2012.06.01,경북-사립21-2012-01호,http://www.sinpungartm.org,N,,N,3306,397,218,30,40,39,,3000,연8회,13,300,4000,13.33333333,"5,000","2,000","2,000","2,000","5,000",10,50,"단체 외 미술주간 방문객 할인정책有,,문화의날 등","만 48개월 미만 유아, 국가보훈대상자,, 기초수급자, 장애인(1~3급) 등","5,000","2,000","2,000","2,000","5,000",10,50,"단체 외 미술주간 방문객 할인정책有,,문화의날 등","만 48개월 미만 유아, 국가보훈대상자, ,기초수급자, 장애인(1~3급) 등",,,,,,,,,,4,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000257,문화시설,미술관,영담한지미술관,경북,청도군,4782035034,운문면 방음리,4782035000,운문면,4.78205E+11,경북 청도군 운문면 방음길 60,38367,마마310463,128.9486116,35.7045402,사립,등록,054-373-3638,2007.03.02,Y,2007.11.23,경북-사립21-2007-05호,,N,,N,790,300,126,50,108,16,,,연6회,30,300,10000,33.33333333,"2,000",,"1,000","1,000","2,000",50,,,"미취학 아동, 65세 이상 노인, 장애인 등","2,000",,"1,000","1,000","2,000",50,,,"미취학 아동, 65세 이상 노인, 장애인 등",,,,,,,,,,1,1,1,1,1,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000258,문화시설,미술관,우양미술관,경북,경주시,4713013600,신평동,4713066000,보덕동,4.71303E+11,경북 경주시 보문로 484-7,38117,마마612618,129.2859477,35.8399133,사립,등록,054-745-7075,1991.05.18,Y,1992.12.22,경북-사립13-1992-01호,www.wooyangmuseum.org,N,,N,9974,5836,2356,675,259,229,174,1500,연2회,2,261,34701,132.954023,,,,,,,,,,"10,000","6,000","8,000","8,000","10,000",20,50,"경주시민, 경로, 장애인",만 36개월 미만 유아,,,,,,,,,,3,,8,8,8,1,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000259,문화시설,미술관,향암미술관,경북,울진군,4793036021,온정면 소태리,4793036000,온정면,4.79303E+11,경북 울진군 온정면 백암온천로 1388,36358,마바656593,129.3545998,36.7181286,사립,등록,054-787-0001/0008,1999.07.30,Y,2000.04.26,경북-사립13-2000-01호,www.hyangam.co.kr,N,,N,4676,787,616,52,89,14,,,연1회,,250,2500,10,"3,000",,"2,000","2,500","3,000",17,,,"미취학아동, 65세 이상",,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000260,문화시설,미술관,대구가톨릭대학교김종복미술관,경북,경산시,4729025021,하양읍 금락리,4729025000,하양읍,4.72903E+11,경북 경산시 하양읍 하양로 13-13,38430,마마179688,128.8075847,35.9091305,대학,등록,053-859-4000,2013.09.27,Y,2014.01.13,경북-대학13-2014-02호,http://kjbmoacu.cu.ac.kr,N,,N,131274,6678,1989,70,20.1,21,27,413,,,230,2000,8.695652174,,,,,,,,,전체,,,,,,,,,전체,,,,,,,,,,2,,,,,2,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000261,문화시설,미술관,경남도립미술관,경남,창원시 의창구,4812111700,퇴촌동,4812154000,봉림동,4.81213E+11,경남 창원시 의창구 용지로 296,51154,마라083944,128.6908566,35.2394636,공립,등록,055-254-4600,2004.06.23,Y,2004.06.15,경남-공립13-2004-02호,www.gyeongnam.go.kr/gam,N,,N,25161,8931,2641,789,307,368,139,20850,연8회,13,280,35443,126.5821429,"1,000",-,500,700,700,30,50,"그린카드, 경남i다누리카드, 예술인카드 소지자, 자원봉사 누적시간 100시간 이상 도민 등 도 추진시책 지원을 위해여 필요한 경우","〮 7세 미만 또는 65세 이상,〮 「장애인복지법」에 따른 장애인과 그 안내인,〮 기초수급대상자 및 차상위 계층(증명서 또는 문화누리카드 제시자에 한함),〮 「국가유공자 등 예우 및 지원에 관한 법률」 및 기타 개별법경에 의하여 입장료가 감면된 자 또는 무료관람 대상자로 지정된 자,〮 국빈, 외교사절단 및 그 수행자","1,000",,500,700,700,30,50,"그린카드, 경남i다누리카드, 예술인카드 소지자, 자원봉사 누적시간 100시간 이상 도민 등 도 추진시책 지원을 위해여 필요한 경우","〮 7세 미만 또는 65세 이상,〮 「장애인복지법」에 따른 장애인과 그 안내인,〮 기초수급대상자 및 차상위 계층(증명서 또는 문화누리카드 제시자에 한함),〮 「국가유공자 등 예우 및 지원에 관한 법률」 및 기타 개별법경에 의하여 입장료가 감면된 자 또는 무료관람 대상자로 지정된 자,〮 국빈, 외교사절단 및 그 수행자",8,8,9,,,9,5,,2054,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000262,문화시설,미술관,김해문화의전당 윤슬미술관,경남,김해시,4825010800,내동,4825054000,내외동,4.82502E+11,경남 김해시 김해대로 2060,50943,마라245951,128.8694108,35.2437338,공립,등록,055-320-1263,2005.11.25,Y,2012.06.18,경남-공립13-2012-01호,www.gasc.or.kr,N,,N,33058,1379,1379,134,,,,,연3회,2,202,17853,88.38118812,,,,,,,,,전체,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000263,문화시설,미술관,진주시립이성자미술관,경남,진주시,4817013700,충무공동,4817075000,충무공동,4.81703E+11,경남 진주시 에나로128번길 14,52856,라라585869,128.1429125,35.1757373,공립,등록,055-749-3661,2015.07.16,Y,2019.01.17,경남-공립13-2019-01호,http://www.jinju.go.kr/rheesjmuseum/cmm/main/mainPage.do,N,,N,13003,1110,377,132,95,145,,,연4회,3,222,4956,22.32432432,"2,000",,500,"1,000","2,000",20,50,"두자녀이상, 남중권, 자매도시, 동주권, 혁신도시 할인","장애인, 독립유공자, 국빈, 65세이상노인, 참전유공자, 진주시 명예시민, 장기기증자, 의로운시민 등","2,000",,500,"1,000","2,000",20,50,"두자녀이상, 남중권, 자매도시, 동주권, 혁신도시 할인","장애인, 독립유공자, 국빈, 65세이상노인, 참전유공자, 진주시 명예시민, 장기기증자, 의로운시민 등",,,1,1,,1,1,2,10,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
KCDMART22N000000264,문화시설,미술관,창원시립마산문신미술관,경남,창원시 마산합포구,4812515500,추산동,4812563000,오동동,4.81255E+11,경남 창원시 마산합포구 문신길 147,51281,라라973906,128.569266,35.2067525,공립,등록,055-225-7181,2004.04.30,Y,2004.10.06,경남-공립13-2004-03호,www.changwon.go.kr,준비중,,N,7058,1049,1048,69,600,92,,,,5,272,12000,44.11764706,500,-,200,200,200,,,,,500,,200,200,200,,,,"65세이상, 미취학아동, 국가보훈대상자, 장애인 등",2,2,,2,,,,,40,,,,,,,,,20220101,문화데이터총람2022,KC_478_DMSTC_MCST_ARTGR_2022,20220101
